trip_category,total_trips,avg_fare,avg_tip_pct,avg_duration,avg_revenue_per_minute
Very Long (>15 miles),394869,74.77145876227296,0.15500996533024186,48.1347966034305,2.250029528780417
Long (5-15 miles),938016,39.178629053235554,0.1732095507965653,29.483757206700098,2.0842720486644057
Medium (1-5 miles),5101054,14.715903272146488,0.20895511986338403,13.998673411416542,1.7843111423642208
Short (<1 mile),1946132,7.553454647475191,0.2547329471997554,6.0472917561604245,2.956988585563415
